,Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Start_Date,Data Value,Message,Data Value Percentage
657,168513,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,102,Greenwich Village and Soho (CD2),Winter 2010-11,12/01/2010,14.64,Good Quality,3.4471391570520367
658,170401,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,102,Greenwich Village and Soho (CD2),Annual Average 2013,12/01/2012,10.9,Good Quality,2.566517541794208
659,177193,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,206,Borough Park,Winter 2009-10,12/01/2009,10.05,Good Quality,2.366376265599247
660,177277,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,206,Borough Park,Winter 2011-12,12/01/2011,9.16,Good Quality,2.1568165764068756
661,212932,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,206,Borough Park,Annual Average 2014,12/01/2013,8.87,Good Quality,2.0885330821756534
662,177292,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,310,Lower Manhattan,Winter 2011-12,12/01/2011,11.65,Good Quality,2.743112785495644
663,669755,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,310,Lower Manhattan,Summer 2020,06/01/2020,7.83,Good Quality,1.8436543442429951
664,211437,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,3,Manhattan,Annual Average 2014,12/01/2013,10.85,Good Quality,2.554744525547445
665,547446,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309,Union Square - Lower East Side,Summer 2017,06/01/2017,10.19,Good Quality,2.399340711090181
666,177281,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210,Coney Island - Sheepshead Bay,Winter 2011-12,12/01/2011,8.0,Good Quality,1.8836825994819872
667,547418,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210,Coney Island - Sheepshead Bay,Winter 2016-17,12/01/2016,7.37,Good Quality,1.7353425947727807
668,547416,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210,Coney Island - Sheepshead Bay,Summer 2017,06/01/2017,8.22,Good Quality,1.935483870967742
669,669788,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,210,Coney Island - Sheepshead Bay,Summer 2020,06/01/2020,6.54,Good Quality,1.5399105250765246
670,605775,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410,Rockaways,Summer 2018,06/01/2018,7.76,Good Quality,1.8271721214975276
671,669936,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,401,Long Island City and Astoria (CD1),Summer 2020,06/01/2020,7.38,Good Quality,1.7376971980221332
672,168510,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,502,South Beach and Willowbrook (CD2),Winter 2009-10,12/01/2009,9.02,Good Quality,2.1238521309159406
673,547772,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,502,South Beach and Willowbrook (CD2),Winter 2016-17,12/01/2016,7.17,Good Quality,1.688250529785731
674,669981,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,502,South Beach and Willowbrook (CD2),Summer 2020,06/01/2020,6.55,Good Quality,1.542265128325877
675,547673,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,301,Greenpoint and Williamsburg (CD1),Winter 2016-17,12/01/2016,9.4,Good Quality,2.213327054391335
676,547671,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,301,Greenpoint and Williamsburg (CD1),Summer 2017,06/01/2017,10.85,Good Quality,2.554744525547445
677,336798,375,Nitrogen dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Winter 2014-15,12/01/2014,27.38,Bad Quality,6.446903696727101
678,741201,375,Nitrogen dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Annual Average 2021,01/01/2021,18.8,Good Quality,4.42665410878267
679,213619,375,Nitrogen dioxide (NO2),Mean,ppb,CD,401,Long Island City and Astoria (CD1),Annual Average 2014,12/01/2013,21.21,Good Quality,4.994113491876619
680,603009,375,Nitrogen dioxide (NO2),Mean,ppb,CD,302,Fort Greene and Brooklyn Heights (CD2),Summer 2018,06/01/2018,16.57,Good Quality,3.9015775841770663
681,168509,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,501,St. George and Stapleton (CD1),Winter 2009-10,12/01/2009,9.15,Good Quality,2.154461973157523
682,336675,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,401,Long Island City - Astoria,Winter 2014-15,12/01/2014,26.22,Bad Quality,6.173769719802213
683,741078,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,401,Long Island City - Astoria,Annual Average 2021,01/01/2021,19.0,Good Quality,4.47374617376972
684,172748,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107,South Bronx,Annual Average 2013,12/01/2012,22.49,Good Quality,5.295502707793736
685,336717,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107,South Bronx,Winter 2014-15,12/01/2014,25.54,Bad Quality,6.013656698846244
686,549986,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107,South Bronx,Annual Average 2017,01/01/2017,20.97,Good Quality,4.937603013892159
687,741120,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107,South Bronx,Annual Average 2021,01/01/2021,18.12,Good Quality,4.266541087826702
688,179281,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,4,Queens,Winter 2010-11,12/01/2010,28.32,Bad Quality,6.668236402166235
689,167799,375,Nitrogen dioxide (NO2),Mean,ppb,CD,413,Queens Village (CD13),Annual Average 2013,12/01/2012,16.87,Good Quality,3.972215681657641
690,741234,375,Nitrogen dioxide (NO2),Mean,ppb,CD,313,Coney Island (CD13),Annual Average 2021,01/01/2021,14.09,Good Quality,3.31763597833765
691,212071,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,206,Borough Park,Annual Average 2014,12/01/2013,8.87,Good Quality,2.0885330821756534
692,605817,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,206,Borough Park,Summer 2018,06/01/2018,8.17,Good Quality,1.9237108547209794
693,669683,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,206,Borough Park,Summer 2020,06/01/2020,6.74,Good Quality,1.5870025900635742
694,173134,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208,Canarsie - Flatlands,Winter 2009-10,12/01/2009,9.45,Good Quality,2.2251000706380974
695,173202,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208,Canarsie - Flatlands,Winter 2011-12,12/01/2011,8.31,Good Quality,1.9566753002119144
696,547527,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208,Canarsie - Flatlands,Summer 2017,06/01/2017,8.54,Good Quality,2.0108311749470213
697,547529,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208,Canarsie - Flatlands,Winter 2016-17,12/01/2016,7.61,Good Quality,1.7918530727572404
698,669677,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208,Canarsie - Flatlands,Summer 2020,06/01/2020,6.6,Good Quality,1.5540381445726394
699,547707,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,313,Coney Island (CD13),Summer 2017,06/01/2017,8.14,Good Quality,1.916647044972922
700,168609,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,315,Sheepshead Bay (CD15),Winter 2011-12,12/01/2011,8.04,Good Quality,1.893101012479397
701,214146,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,315,Sheepshead Bay (CD15),Annual Average 2014,12/01/2013,8.39,Good Quality,1.9755121262067343
702,547713,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,315,Sheepshead Bay (CD15),Summer 2017,06/01/2017,8.25,Good Quality,1.9425476807157993
703,547715,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,315,Sheepshead Bay (CD15),Winter 2016-17,12/01/2016,7.4,Good Quality,1.7424064045208383
704,669924,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,315,Sheepshead Bay (CD15),Summer 2020,06/01/2020,6.53,Good Quality,1.5375559218271722
705,168625,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,Queens Village (CD13),Winter 2011-12,12/01/2011,8.3,Good Quality,1.954320696962562
706,168507,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,Queens Village (CD13),Winter 2009-10,12/01/2009,8.86,Good Quality,2.0861784789263007
707,334293,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,313,Coney Island (CD13),Winter 2014-15,12/01/2014,8.04,Good Quality,1.893101012479397
708,547708,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,313,Coney Island (CD13),Annual Average 2017,01/01/2017,6.79,Good Quality,1.5987756063103367
709,742503,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,313,Coney Island (CD13),Annual Average 2021,01/01/2021,6.26,Good Quality,1.473981634094655
710,334299,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,315,Sheepshead Bay (CD15),Winter 2014-15,12/01/2014,8.12,Good Quality,1.911937838474217
711,547714,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,315,Sheepshead Bay (CD15),Annual Average 2017,01/01/2017,6.85,Good Quality,1.6129032258064515
712,742509,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,315,Sheepshead Bay (CD15),Annual Average 2021,01/01/2021,6.27,Good Quality,1.4763362373440074
713,547364,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,4,Queens,Winter 2016-17,12/01/2016,7.95,Good Quality,1.8719095832352248
714,669842,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,4,Queens,Summer 2020,06/01/2020,6.87,Good Quality,1.6176124323051566
715,169333,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413,Queens Village (CD13),Summer 2009,06/01/2009,9.67,Good Quality,2.276901342123852
716,669836,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,101,Kingsbridge - Riverdale,Summer 2020,06/01/2020,7.22,Good Quality,1.7000235460324935
717,605664,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,101,Kingsbridge - Riverdale,Summer 2018,06/01/2018,8.25,Good Quality,1.9425476807157993
718,212938,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,301,Washington Heights,Annual Average 2014,12/01/2013,9.49,Good Quality,2.234518483635507
719,169300,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,210,Throgs Neck and Co-op City (CD10),Summer 2009,06/01/2009,10.37,Good Quality,2.4417235695785258
720,168535,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,212,Williamsbridge and Baychester (CD12),Winter 2010-11,12/01/2010,13.35,Good Quality,3.143395337885566
721,170423,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,212,Williamsbridge and Baychester (CD12),Annual Average 2013,12/01/2012,8.66,Good Quality,2.039086413939251
722,170453,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412,Jamaica and Hollis (CD12),Annual Average 2013,12/01/2012,8.26,Good Quality,1.9449022839651517
723,547759,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412,Jamaica and Hollis (CD12),Annual Average 2017,01/01/2017,7.08,Good Quality,1.6670591005415587
724,742554,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412,Jamaica and Hollis (CD12),Annual Average 2021,01/01/2021,6.33,Good Quality,1.4904638568401225
725,547760,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412,Jamaica and Hollis (CD12),Winter 2016-17,12/01/2016,7.95,Good Quality,1.8719095832352248
726,168622,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410,South Ozone Park and Howard Beach (CD10),Winter 2011-12,12/01/2011,8.21,Good Quality,1.9331292677183896
727,168504,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410,South Ozone Park and Howard Beach (CD10),Winter 2009-10,12/01/2009,9.48,Good Quality,2.232163880386155
728,214159,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410,South Ozone Park and Howard Beach (CD10),Annual Average 2014,12/01/2013,8.22,Good Quality,1.935483870967742
729,121651,386,Ozone (O3),Mean,ppb,CD,108,Upper East Side (CD8),2-Year Summer Average 2009-2010,06/01/2009,22.9,Good Quality,5.392041441017188
730,549413,386,Ozone (O3),Mean,ppb,CD,110,Central Harlem (CD10),Summer 2017,06/01/2017,26.65,Bad Quality,6.275017659524369
731,547754,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410,South Ozone Park and Howard Beach (CD10),Winter 2016-17,12/01/2016,7.57,Good Quality,1.7824346597598304
732,669963,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2020,06/01/2020,6.58,Good Quality,1.5493289380739346
733,168506,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412,Jamaica and Hollis (CD12),Winter 2009-10,12/01/2009,9.65,Good Quality,2.272192135625147
734,168624,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412,Jamaica and Hollis (CD12),Winter 2011-12,12/01/2011,8.75,Good Quality,2.0602778431834237
735,606054,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412,Jamaica and Hollis (CD12),Summer 2018,06/01/2018,8.28,Good Quality,1.9496114904638566
736,669969,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,412,Jamaica and Hollis (CD12),Summer 2020,06/01/2020,6.73,Good Quality,1.5846479868142218
737,549415,386,Ozone (O3),Mean,ppb,CD,112,Washington Heights and Inwood (CD12),Summer 2017,06/01/2017,27.0,Bad Quality,6.357428773251707
738,670891,386,Ozone (O3),Mean,ppb,CD,112,Washington Heights and Inwood (CD12),Summer 2020,06/01/2020,28.66,Bad Quality,6.748292912644219
739,549455,386,Ozone (O3),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2017,06/01/2017,31.69,Bad Quality,7.461737697198022
740,412681,375,Nitrogen dioxide (NO2),Mean,ppb,CD,108,Upper East Side (CD8),Annual Average 2016,12/31/2015,24.91,Good Quality,5.865316694137038
741,741152,375,Nitrogen dioxide (NO2),Mean,ppb,CD,110,Central Harlem (CD10),Summer 2021,06/01/2021,14.5,Good Quality,3.414174711561102
742,166893,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2013,06/01/2013,15.24,Good Quality,3.5884153520131856
743,166834,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2012,06/01/2012,16.03,Good Quality,3.774429008712032
744,166881,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Summer 2013,06/01/2013,13.57,Good Quality,3.195196609371321
745,166822,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Summer 2012,06/01/2012,15.29,Good Quality,3.600188368259948
746,412723,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Annual Average 2016,12/31/2015,17.23,Good Quality,4.05698139863433
747,741278,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Summer 2021,06/01/2021,9.18,Good Quality,2.1615257829055805
748,165772,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Winter 2008-09,12/01/2008,28.35,Bad Quality,6.675300211914292
749,603034,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Winter 2017-18,12/01/2017,23.61,Good Quality,5.559218271721215
750,603040,375,Nitrogen dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),Winter 2017-18,12/01/2017,24.62,Good Quality,5.797033199905816
751,213246,375,Nitrogen dioxide (NO2),Mean,ppb,CD,212,Williamsbridge and Baychester (CD12),Winter 2013-14,12/01/2013,23.85,Good Quality,5.615728749705675
752,643618,375,Nitrogen dioxide (NO2),Mean,ppb,CD,212,Williamsbridge and Baychester (CD12),Annual Average 2019,01/01/2019,14.19,Good Quality,3.341182010831175
753,603088,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Winter 2017-18,12/01/2017,23.13,Good Quality,5.446197315752295
754,643339,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,201,Greenpoint,Annual Average 2019,01/01/2019,21.4,Good Quality,5.038850953614316
755,412680,375,Nitrogen dioxide (NO2),Mean,ppb,CD,108,Upper East Side (CD8),Summer 2016,06/01/2016,20.89,Good Quality,4.918766187897339
756,166716,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Summer 2010,06/01/2010,18.08,Good Quality,4.257122674829291
757,741223,375,Nitrogen dioxide (NO2),Mean,ppb,CD,310,Bay Ridge and Dyker Heights (CD10),Winter 2020-21,12/01/2020,22.38,Good Quality,5.269602072050859
758,166763,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Summer 2011,06/01/2011,16.19,Good Quality,3.812102660701672
759,166704,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Summer 2010,06/01/2010,16.69,Good Quality,3.929832823169296
760,412721,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Winter 2015-16,12/01/2015,21.35,Good Quality,5.027077937367554
761,741277,375,Nitrogen dioxide (NO2),Mean,ppb,CD,410,South Ozone Park and Howard Beach (CD10),Winter 2020-21,12/01/2020,21.06,Good Quality,4.958794443136331
762,412818,375,Nitrogen dioxide (NO2),Mean,ppb,CD,412,Jamaica and Hollis (CD12),Summer 2016,06/01/2016,13.19,Good Quality,3.1057216858959262
763,336743,375,Nitrogen dioxide (NO2),Mean,ppb,CD,108,Upper East Side (CD8),Summer 2015,06/01/2015,21.68,Good Quality,5.104779844596186
764,643577,375,Nitrogen dioxide (NO2),Mean,ppb,CD,110,Central Harlem (CD10),Summer 2019,06/01/2019,16.8,Good Quality,3.9557334589121735
765,667586,375,Nitrogen dioxide (NO2),Mean,ppb,CD,112,Washington Heights and Inwood (CD12),Winter 2019-20,12/01/2019,24.28,Good Quality,5.716976689427831
766,518895,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,201,Greenpoint,2012-2014,01/02/2012,43.52,Bad Quality,10.247233341182012
767,628444,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,201,Greenpoint,2015-2017,01/01/2015,27.4,Bad Quality,6.451612903225806
768,518888,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,101,Kingsbridge - Riverdale,2012-2014,01/02/2012,82.3,Bad Quality,19.378384742170944
769,518906,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,301,Washington Heights,2012-2014,01/02/2012,111.6,Bad Quality,26.27737226277372
770,518926,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,501,Port Richmond,2012-2014,01/02/2012,85.94,Bad Quality,20.235460324935246
771,628475,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,501,Port Richmond,2015-2017,01/01/2015,66.9,Bad Quality,15.752295738168119
772,336827,375,Nitrogen dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),Summer 2015,06/01/2015,14.82,Good Quality,3.4895220155403814
773,667730,375,Nitrogen dioxide (NO2),Mean,ppb,CD,312,Borough Park (CD12),Winter 2019-20,12/01/2019,25.93,Bad Quality,6.105486225570991
774,167589,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Annual Average 2010,12/01/2009,19.76,Good Quality,4.652696020720509
775,165996,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Winter 2012-13,12/01/2012,21.02,Good Quality,4.949376030138922
776,667646,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210,Throgs Neck and Co-op City (CD10),Winter 2019-20,12/01/2019,21.25,Good Quality,5.003531904874029
777,172592,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,210,Coney Island - Sheepshead Bay,Annual Average 2009,12/01/2008,19.9,Good Quality,4.685660466211443
778,336655,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,210,Coney Island - Sheepshead Bay,Annual Average 2015,01/01/2015,17.08,Good Quality,4.021662349894043
779,667387,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,210,Coney Island - Sheepshead Bay,Annual Average 2020,01/01/2020,13.78,Good Quality,3.244643277607723
780,172605,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,410,Rockaways,Annual Average 2009,12/01/2008,14.68,Good Quality,3.4565575700494464
781,172673,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,410,Rockaways,Annual Average 2011,12/01/2010,14.27,Good Quality,3.3600188368259944
782,643524,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,410,Rockaways,Winter 2018-19,12/01/2018,13.95,Good Quality,3.284671532846715
783,667465,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,410,Rockaways,Annual Average 2020,01/01/2020,10.55,Good Quality,2.484106428066871
784,740982,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,402,West Queens,Annual Average 2021,01/01/2021,18.56,Good Quality,4.37014363079821
785,741012,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,502,Stapleton - St. George,Annual Average 2021,01/01/2021,14.28,Good Quality,3.362373440075347
786,336747,375,Nitrogen dioxide (NO2),Mean,ppb,CD,109,Morningside Heights and Hamilton Heights (CD9),Winter 2014-15,12/01/2014,26.47,Bad Quality,6.232634801036025
787,550016,375,Nitrogen dioxide (NO2),Mean,ppb,CD,109,Morningside Heights and Hamilton Heights (CD9),Annual Average 2017,01/01/2017,22.44,Good Quality,5.2837296915469745
788,741150,375,Nitrogen dioxide (NO2),Mean,ppb,CD,109,Morningside Heights and Hamilton Heights (CD9),Annual Average 2021,01/01/2021,17.96,Good Quality,4.228867435837062
789,336753,375,Nitrogen dioxide (NO2),Mean,ppb,CD,111,East Harlem (CD11),Winter 2014-15,12/01/2014,26.86,Bad Quality,6.324464327760772
790,550022,375,Nitrogen dioxide (NO2),Mean,ppb,CD,111,East Harlem (CD11),Annual Average 2017,01/01/2017,22.33,Good Quality,5.2578290558040965
791,336825,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Winter 2014-15,12/01/2014,25.52,Bad Quality,6.008947492347539
792,741228,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Annual Average 2021,01/01/2021,16.4,Good Quality,3.8615493289380733
793,171606,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,210,Coney Island - Sheepshead Bay,Winter 2009-10,12/01/2009,25.32,Bad Quality,5.96185542736049
794,549964,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,410,Rockaways,Summer 2017,06/01/2017,7.81,Good Quality,1.83894513774429
795,549847,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,402,West Queens,Summer 2017,06/01/2017,15.77,Good Quality,3.7132093242288673
796,549849,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,402,West Queens,Winter 2016-17,12/01/2016,26.77,Bad Quality,6.3032728985165996
797,667233,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,402,West Queens,Summer 2020,06/01/2020,12.85,Good Quality,3.025665175417942
798,175404,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,402,West Queens,Winter 2011-12,12/01/2011,25.94,Bad Quality,6.107840828820344
799,175330,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,502,Stapleton - St. George,Winter 2009-10,12/01/2009,21.8,Good Quality,5.133035083588416
800,336745,375,Nitrogen dioxide (NO2),Mean,ppb,CD,109,Morningside Heights and Hamilton Heights (CD9),Annual Average 2015,01/01/2015,22.95,Good Quality,5.403814457263951
801,667579,375,Nitrogen dioxide (NO2),Mean,ppb,CD,111,East Harlem (CD11),Annual Average 2020,01/01/2020,18.78,Good Quality,4.421944902283966
802,336823,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Annual Average 2015,01/01/2015,19.1,Good Quality,4.4972922062632446
803,336781,375,Nitrogen dioxide (NO2),Mean,ppb,CD,209,Parkchester and Soundview (CD9),Annual Average 2015,01/01/2015,20.12,Good Quality,4.737461737697198
804,643611,375,Nitrogen dioxide (NO2),Mean,ppb,CD,209,Parkchester and Soundview (CD9),Winter 2018-19,12/01/2018,21.53,Good Quality,5.069460795855899
805,213422,375,Nitrogen dioxide (NO2),Mean,ppb,CD,211,Morris Park and Bronxdale (CD11),Summer 2014,06/01/2014,15.44,Good Quality,3.6355074170002353
806,667651,375,Nitrogen dioxide (NO2),Mean,ppb,CD,211,Morris Park and Bronxdale (CD11),Annual Average 2020,01/01/2020,16.8,Good Quality,3.9557334589121735
807,643617,375,Nitrogen dioxide (NO2),Mean,ppb,CD,211,Morris Park and Bronxdale (CD11),Winter 2018-19,12/01/2018,20.23,Good Quality,4.763362373440075
808,213450,375,Nitrogen dioxide (NO2),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),Summer 2014,06/01/2014,14.65,Good Quality,3.4494937603013893
809,667819,375,Nitrogen dioxide (NO2),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),Annual Average 2020,01/01/2020,15.47,Good Quality,3.642571226748293
810,213452,375,Nitrogen dioxide (NO2),Mean,ppb,CD,411,Bayside and Little Neck (CD11),Summer 2014,06/01/2014,12.99,Good Quality,3.058629620908877
811,667831,375,Nitrogen dioxide (NO2),Mean,ppb,CD,411,Bayside and Little Neck (CD11),Annual Average 2020,01/01/2020,13.45,Good Quality,3.166941370379091
812,643407,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,402,West Queens,Winter 2018-19,12/01/2018,24.36,Good Quality,5.735813515422651
813,176548,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,502,Stapleton - St. George,Annual Average 2009,12/01/2008,18.41,Good Quality,4.334824582057923
814,336577,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,402,West Queens,Annual Average 2015,01/01/2015,21.11,Good Quality,4.970567459383093
815,550015,375,Nitrogen dioxide (NO2),Mean,ppb,CD,109,Morningside Heights and Hamilton Heights (CD9),Summer 2017,06/01/2017,18.76,Good Quality,4.41723569578526
816,550017,375,Nitrogen dioxide (NO2),Mean,ppb,CD,109,Morningside Heights and Hamilton Heights (CD9),Winter 2016-17,12/01/2016,28.23,Bad Quality,6.647044972922062
817,550021,375,Nitrogen dioxide (NO2),Mean,ppb,CD,111,East Harlem (CD11),Summer 2017,06/01/2017,18.48,Good Quality,4.35130680480339
818,603036,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311,Bensonhurst (CD11),Summer 2018,06/01/2018,11.62,Good Quality,2.736048975747586
819,602994,375,Nitrogen dioxide (NO2),Mean,ppb,CD,209,Parkchester and Soundview (CD9),Summer 2018,06/01/2018,13.45,Good Quality,3.166941370379091
820,213627,375,Nitrogen dioxide (NO2),Mean,ppb,CD,409,Kew Gardens and Woodhaven (CD9),Annual Average 2014,12/01/2013,20.09,Good Quality,4.730397927949141
821,336579,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,402,West Queens,Winter 2014-15,12/01/2014,26.21,Bad Quality,6.171415116552861
822,176716,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,502,Stapleton - St. George,Annual Average 2013,12/01/2012,15.4,Good Quality,3.6260890040028255
